id,name,kind,rarity,element,cost,series,series_id,summon_mode
v26_phantom_carnival_unit_13,팬텀 카니발 드림 카드셔플러,unit,rare,void,3,몽환극단 팬텀 카니발,phantom_carnival,normal
v26_phantom_carnival_unit_14,팬텀 카니발 블랙 마리오네트,unit,rare,lunar,4,몽환극단 팬텀 카니발,phantom_carnival,normal
v26_phantom_carnival_unit_15,팬텀 카니발 문라이트 일루저니스트,unit,rare,storm,5,몽환극단 팬텀 카니발,phantom_carnival,normal
v26_phantom_carnival_unit_16,팬텀 카니발 스테이지 리퍼,unit,epic,void,3,몽환극단 팬텀 카니발,phantom_carnival,normal
v26_phantom_carnival_unit_17,팬텀 카니발 그림자 프리마,unit,epic,lunar,3,몽환극단 팬텀 카니발,phantom_carnival,normal
v26_phantom_carnival_unit_18,팬텀 카니발 오페라 팬텀,unit,epic,storm,3,몽환극단 팬텀 카니발,phantom_carnival,normal
v26_phantom_carnival_unit_19,팬텀 카니발 라스트 앙코르,unit,epic,void,4,몽환극단 팬텀 카니발,phantom_carnival,normal
v26_phantom_carnival_unit_20,팬텀 카니발 카니발 크라운,unit,epic,lunar,5,몽환극단 팬텀 카니발,phantom_carnival,normal
v26_phantom_carnival_unit_21,팬텀 카니발 팬텀 디렉터,unit,legendary,storm,7,몽환극단 팬텀 카니발,phantom_carnival,normal
v26_phantom_carnival_unit_22,팬텀 카니발 제로 스테이지 마스터,unit,legendary,void,6,몽환극단 팬텀 카니발,phantom_carnival,normal
v26_phantom_carnival_spell_01,팬텀 카니발 오더 - 커튼 오픈,spell,common,lunar,1,몽환극단 팬텀 카니발,phantom_carnival,normal
v26_phantom_carnival_spell_02,팬텀 카니발 오더 - 미러 셔플,spell,common,storm,2,몽환극단 팬텀 카니발,phantom_carnival,normal
v26_phantom_carnival_spell_03,팬텀 카니발 오더 - 팬텀 티켓,spell,rare,void,2,몽환극단 팬텀 카니발,phantom_carnival,normal
v26_phantom_carnival_spell_04,팬텀 카니발 오더 - 드림 앙코르,spell,rare,lunar,3,몽환극단 팬텀 카니발,phantom_carnival,normal
v26_phantom_carnival_spell_05,팬텀 카니발 오더 - 마스크 체인지,spell,rare,storm,3,몽환극단 팬텀 카니발,phantom_carnival,normal
v26_phantom_carnival_spell_06,팬텀 카니발 오더 - 스테이지 리버스,spell,epic,void,4,몽환극단 팬텀 카니발,phantom_carnival,normal
v26_phantom_carnival_spell_07,팬텀 카니발 오더 - 라스트 쇼타임,spell,epic,lunar,5,몽환극단 팬텀 카니발,phantom_carnival,normal
v26_phantom_carnival_spell_08,팬텀 카니발 오더 - 그랜드 피날레,spell,legendary,storm,6,몽환극단 팬텀 카니발,phantom_carnival,normal
v26_phantom_carnival_trap_01,팬텀 카니발 리액터 - 미러 트랩,trap,common,storm,1,몽환극단 팬텀 카니발,phantom_carnival,normal
v26_phantom_carnival_trap_02,팬텀 카니발 리액터 - 커튼 폴,trap,common,void,2,몽환극단 팬텀 카니발,phantom_carnival,normal
v26_phantom_carnival_trap_03,팬텀 카니발 리액터 - 팬텀 리버스,trap,rare,lunar,2,몽환극단 팬텀 카니발,phantom_carnival,normal
v26_phantom_carnival_trap_04,팬텀 카니발 리액터 - 마리오네트 스네어,trap,rare,storm,3,몽환극단 팬텀 카니발,phantom_carnival,normal
v26_phantom_carnival_trap_05,팬텀 카니발 리액터 - 블랙아웃 스테이지,trap,epic,void,4,몽환극단 팬텀 카니발,phantom_carnival,normal
v26_phantom_carnival_trap_06,팬텀 카니발 리액터 - 라스트 앙코르 함정,trap,legendary,lunar,5,몽환극단 팬텀 카니발,phantom_carnival,normal
v26_phantom_carnival_fusion_01,팬텀 카니발 크로스 - 미러 마리오네트,fusion,epic,void,6,몽환극단 팬텀 카니발,phantom_carnival,fusion
v26_phantom_carnival_fusion_02,팬텀 카니발 크로스 - 나이트메어 링마스터,fusion,legendary,lunar,7,몽환극단 팬텀 카니발,phantom_carnival,fusion
v26_phantom_carnival_evolution_01,팬텀 카니발 어센드 - 그랜드 디렉터,evolution,epic,lunar,6,몽환극단 팬텀 카니발,phantom_carnival,evolution
v26_phantom_carnival_evolution_02,팬텀 카니발 어센드 - 엔드리스 쇼,evolution,legendary,storm,7,몽환극단 팬텀 카니발,phantom_carnival,evolution
v26_astral_armada_unit_01,아스트라 아르마다 코멧 파일럿,unit,common,storm,1,성해함대 아스트라 아르마다,astral_armada,normal
v26_astral_armada_unit_02,아스트라 아르마다 노바 스카우트,unit,common,solar,2,성해함대 아스트라 아르마다,astral_armada,normal
v26_astral_armada_unit_03,아스트라 아르마다 루멘 엔지니어,unit,common,lunar,3,성해함대 아스트라 아르마다,astral_armada,normal
v26_astral_armada_unit_04,아스트라 아르마다 스타보드 마린,unit,common,storm,4,성해함대 아스트라 아르마다,astral_armada,normal
v26_astral_armada_unit_05,아스트라 아르마다 오비트 거너,unit,common,solar,5,성해함대 아스트라 아르마다,astral_armada,normal
v26_astral_armada_unit_06,아스트라 아르마다 셀레스티얼 네비게이터,unit,common,lunar,1,성해함대 아스트라 아르마다,astral_armada,normal
v26_astral_armada_unit_07,아스트라 아르마다 광자 갑판병,unit,common,storm,2,성해함대 아스트라 아르마다,astral_armada,normal
v26_astral_armada_unit_08,아스트라 아르마다 크루저 센티널,unit,common,solar,3,성해함대 아스트라 아르마다,astral_armada,normal
v26_astral_armada_unit_09,아스트라 아르마다 메테오 랜서,unit,rare,lunar,4,성해함대 아스트라 아르마다,astral_armada,normal
v26_astral_armada_unit_10,아스트라 아르마다 아스트라 캡틴,unit,rare,storm,5,성해함대 아스트라 아르마다,astral_armada,normal
v26_astral_armada_unit_11,아스트라 아르마다 솔라 프리깃,unit,rare,solar,2,성해함대 아스트라 아르마다,astral_armada,normal
v26_astral_armada_unit_12,아스트라 아르마다 루나 디스트로이어,unit,rare,lunar,2,성해함대 아스트라 아르마다,astral_armada,normal
v26_astral_armada_unit_13,아스트라 아르마다 네뷸라 캐리어,unit,rare,storm,3,성해함대 아스트라 아르마다,astral_armada,normal
v26_astral_armada_unit_14,아스트라 아르마다 퀘이사 포병,unit,rare,solar,4,성해함대 아스트라 아르마다,astral_armada,normal
v26_astral_armada_unit_15,아스트라 아르마다 스타실드 오퍼레이터,unit,rare,lunar,5,성해함대 아스트라 아르마다,astral_armada,normal
v26_astral_armada_unit_16,아스트라 아르마다 코스모스 제독,unit,epic,storm,3,성해함대 아스트라 아르마다,astral_armada,normal
v26_astral_armada_unit_17,아스트라 아르마다 펄서 드레드노트,unit,epic,solar,3,성해함대 아스트라 아르마다,astral_armada,normal
v26_astral_armada_unit_18,아스트라 아르마다 성해 기사함,unit,epic,lunar,3,성해함대 아스트라 아르마다,astral_armada,normal
v26_astral_armada_unit_19,아스트라 아르마다 오로라 플래그십,unit,epic,storm,4,성해함대 아스트라 아르마다,astral_armada,normal
v26_astral_armada_unit_20,아스트라 아르마다 갤럭시 커맨더,unit,epic,solar,5,성해함대 아스트라 아르마다,astral_armada,normal
v26_astral_armada_unit_21,아스트라 아르마다 아르마다 소버린,unit,legendary,lunar,7,성해함대 아스트라 아르마다,astral_armada,normal
v26_astral_armada_unit_22,아스트라 아르마다 세레스티얼 타이탄,unit,legendary,storm,6,성해함대 아스트라 아르마다,astral_armada,normal
v26_astral_armada_spell_01,아스트라 아르마다 오더 - 플릿 런치,spell,common,solar,1,성해함대 아스트라 아르마다,astral_armada,normal
v26_astral_armada_spell_02,아스트라 아르마다 오더 - 오비탈 차지,spell,common,lunar,2,성해함대 아스트라 아르마다,astral_armada,normal
v26_astral_armada_spell_03,아스트라 아르마다 오더 - 광자포 일제사격,spell,rare,storm,2,성해함대 아스트라 아르마다,astral_armada,normal
v26_astral_armada_spell_04,아스트라 아르마다 오더 - 네뷸라 항로,spell,rare,solar,3,성해함대 아스트라 아르마다,astral_armada,normal
v26_astral_armada_spell_05,아스트라 아르마다 오더 - 스타실드 전개,spell,rare,lunar,3,성해함대 아스트라 아르마다,astral_armada,normal
v26_astral_armada_spell_06,아스트라 아르마다 오더 - 퀘이사 부스트,spell,epic,storm,4,성해함대 아스트라 아르마다,astral_armada,normal
v26_astral_armada_spell_07,아스트라 아르마다 오더 - 아르마다 집결,spell,epic,solar,5,성해함대 아스트라 아르마다,astral_armada,normal
v26_astral_armada_spell_08,아스트라 아르마다 오더 - 성해포격 오메가,spell,legendary,lunar,6,성해함대 아스트라 아르마다,astral_armada,normal
v26_astral_armada_trap_01,아스트라 아르마다 리액터 - 디코이 프리깃,trap,common,lunar,1,성해함대 아스트라 아르마다,astral_armada,normal
v26_astral_armada_trap_02,아스트라 아르마다 리액터 - 오비탈 인터셉트,trap,common,storm,2,성해함대 아스트라 아르마다,astral_armada,normal
v26_astral_armada_trap_03,아스트라 아르마다 리액터 - 스타실드 리액터,trap,rare,solar,2,성해함대 아스트라 아르마다,astral_armada,normal
v26_astral_armada_trap_04,아스트라 아르마다 리액터 - 메테오 카운터,trap,rare,lunar,3,성해함대 아스트라 아르마다,astral_armada,normal
v26_astral_armada_trap_05,아스트라 아르마다 리액터 - 플래그십 방벽,trap,epic,storm,4,성해함대 아스트라 아르마다,astral_armada,normal
v26_astral_armada_trap_06,아스트라 아르마다 리액터 - 아르마다 최종방어선,trap,legendary,solar,5,성해함대 아스트라 아르마다,astral_armada,normal
v26_astral_armada_fusion_01,아스트라 아르마다 크로스 - 네뷸라 드레드노트,fusion,epic,storm,6,성해함대 아스트라 아르마다,astral_armada,fusion
v26_astral_armada_fusion_02,아스트라 아르마다 크로스 - 퀘이사 캐리어,fusion,legendary,solar,7,성해함대 아스트라 아르마다,astral_armada,fusion
v26_astral_armada_evolution_01,아스트라 아르마다 어센드 - 갤럭시 제독,evolution,epic,solar,6,성해함대 아스트라 아르마다,astral_armada,evolution
v26_astral_armada_evolution_02,아스트라 아르마다 어센드 - 성해황제 오리온,evolution,legendary,lunar,7,성해함대 아스트라 아르마다,astral_armada,evolution
